row ID,row m/z,row retention time,7p.mzML Peak area,4p.mzML Peak area,6p.mzML Peak area,1p.mzML Peak area,9p.mzML Peak area,3p.mzML Peak area,2p.mzML Peak area,5p.mzML Peak area,12p.mzML Peak area,11p.mzML Peak area,13p.mzML Peak area,8p.mzML Peak area,15p.mzML Peak area,10p.mzML Peak area,14p.mzML Peak area
7667,265.2529581,20.579153,43628.297,39122.78,15263.494,51007.137,39716.82,28017.916,16756.104,30761.912,12458.052,8332.277,22333.592,33043.348,46330.168,30323.148,32647.045
7668,584.4745263,20.593075,53121.89,57497.863,183466.16,27117.832,30923.303,29605.736,42280.566,20058.99,33023.824,35805.8,21684.662,39318.723,0,15909.6875,7272.756
7669,496.4219088,20.611929,38374.63,12718.738,115230.26,19385.637,47932.41,19104.598,23481.676,19998.049,16879.771,31484.008,14305.507,20936.54,30712.428,37867.75,18543.57
7670,760.5797333,20.594154,13582.99,6771.5356,33018.395,0,20500.598,4112.7715,15667.884,9961.333,0,17183.834,2215.7717,7071.438,5263.1455,11616.373,3629.7322
7671,308.2952745,20.585949,18431.549,55179.38,21512.945,0,21716.98,7231.1733,22772.377,8975.839,12288.316,26898.586,41991.426,19043.08,24902.035,6734.8027,15482.183
7672,265.2529871,20.56928,20598.258,17379.426,44978.188,23270.752,39716.82,16112.191,35303.57,15840.1045,0,16848.775,30934.453,7794.458,51556.133,13308.166,18117.57
7673,296.2952604,20.793987,18994.03,16127.739,12619.664,20982.242,23462.803,8030.7905,17734.324,0,19539.06,25601.234,44889.562,16543.719,12973.771,15443.354,14083.355
7674,291.268689,20.579865,0,0,0,0,0,0,0,0,0,0,0,1693.9724,0,0,0
7675,291.2687495,20.611607,0,0,0,0,0,0,0,0,0,0,0,1693.9724,0,0,0
7676,413.3245485,20.61887,43557.01,14318.564,111301.86,18170,28620.227,47369.86,38636.496,49258.94,18490.781,35017.75,12717.375,20198.057,53042.16,58044.746,0
7677,540.4480597,20.612286,20601.686,65611.23,207034.03,5867.793,129240.67,32822,33870.133,69342.99,9874.523,44591.336,27560.852,20121.129,25327.914,11399.456,14961.238
7678,256.2638827,20.422447,52413.47,30834.824,54249.81,25284.8,66137.68,89881.83,29186.172,41718.547,71532.12,64217.414,207540.12,87082.59,54984.38,105021.14,36831.195
7679,672.5271632,20.621119,37332.7,29535.61,68661.96,5225.5156,56719.742,15240.178,49299.71,38485.367,0,51105.918,13937.455,27523.012,30482.996,40997.38,12540.28
7680,391.3425783,20.6619,12875.789,7389.902,24131.17,0,23230.328,28290.012,27308.586,17208.918,10339.034,14687.923,11243.934,11939.848,12664.227,15582.259,9439.657
7681,716.5534131,20.619337,25840.074,16135.984,60376.08,3601.0986,33629.09,6433.2437,29277.45,23595.488,3566.3503,32764.434,6140.803,6331.1113,12883.252,20339.79,7347.6987
7682,457.3508489,20.6257,34987.555,30163.238,110502.23,26643.586,29713.744,19826.502,34090.973,16031.097,14852.206,33070.44,14562.194,17404.213,51815.766,18990.293,6422.7344
7683,628.5007799,20.632242,59037.984,41163.684,136711.6,5291.8315,13644.165,34158.117,18347.717,17752.912,23222.094,80413.6,11048.813,17869.762,47566.137,63091.49,25418.334
7684,308.2953221,20.628403,50541.902,8252.278,44172.535,99506.29,37518.625,52917.98,18649.836,32214.87,39665.734,7632.2783,19105.084,13408.764,19084.252,20295.104,40180.816
7685,501.3772291,20.684479,22284.297,0,39993.312,6711.5464,10828.347,30121.568,15779.921,26770.2,9771.814,46155.055,13262.136,4719.0303,20249.691,13490.156,7866.3813
7686,308.2952907,20.586939,19496.074,22207.246,17545.713,0,7504.7354,34485.508,12322.04,8975.839,12288.316,16354.717,41991.426,25287.508,24902.035,47916.496,18061.625
7687,452.3955277,20.68142,13192.759,12605.602,21965.398,7119.6763,44652.406,19245.742,14769.482,17128.156,9044.402,13127.3125,7395.1763,15276.638,11228.767,16097.53,11172.133
7688,296.2952239,20.672598,10479.52,21190.549,16752.994,12711.723,12857.64,12506.356,19627.506,14960.643,16596.18,10557.179,16241.75,16543.719,21455.455,23705.795,15526.248
7689,554.4634338,20.743288,8995.637,8777.138,34348.14,0,9106.38,13590.19,7881.105,8320.629,15148.528,29802.281,8765.089,8548.358,10771.213,10000.672,9387.064
7690,265.2529494,20.458733,25507.893,17102.82,32158.125,18790.107,20942.314,26065.816,32771.58,11221.125,14959.889,0,58502.31,26413.275,0,25485.613,0
7691,369.2981452,20.642748,22536.713,51449.117,82044.83,5302.8066,103377.79,45679.09,63631.086,47416.684,10328.744,38664.64,37398.547,27536.682,26863.537,61062.492,31885.463
7692,282.2799769,20.6327,241723.66,1227184.1,430140.28,995128.1,309646.38,521873,589533.7,261067.6,368438.9,679949.94,2207142.5,809241.94,1325067.6,371483.7,411032
7693,263.2376936,20.546776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694,569.4899803,20.753723,0,5335.0264,0,19922.432,0,9107.299,10229.84,9183.303,0,0,0,0,0,0,0
7695,479.291458,20.641321,0,27703.916,0,130192.71,0,43226.418,77447.53,35145.074,29911.143,87299.35,65340.37,0,37500.348,0,32896.953
7696,395.3679354,20.635746,33081.633,50417.605,37285.934,22408.162,61416.395,16466.734,34546.844,6437.3174,7482.711,34915.926,8711.311,21527.654,22760.756,11000.857,37311.344
7697,369.2981579,20.673464,52257.85,10994.384,82044.83,5302.8066,29848.686,40242.145,33249.633,47967.25,10328.744,16968.559,19026.568,25409.295,15302.467,19617.633,11262.662
7698,540.448091,20.664883,39625.95,17157.412,115833.445,5867.793,25854.504,66017.19,13001.603,65138.8,9874.523,85220.01,13689.955,27478.906,33542.316,95974.11,47319.938
7699,435.3686847,20.684917,17605.799,0,80942.18,3666.817,30413.562,21774.715,19184.555,21836.2,6560.117,8205.201,10749.835,9429.651,14735.804,20768.715,7942.1685
7700,408.3691171,20.6886,6797.8857,0,19263.012,0,19207.059,0,10277.39,7399.6304,3203.884,13211.718,2545.88,0,4569.7197,6711.0786,5115.8687
7701,347.3162395,20.668434,30703.887,20221.582,76207.18,0,31586.842,18963.043,25303.912,0,5590.1724,16412.79,6106.288,9494.32,9634.809,5288.013,6988.5806
7702,479.2915076,20.601128,0,30845.318,0,72023.29,0,30736.016,47144.64,32572.332,83765.66,41030.37,42868.434,0,37500.348,0,24622.662
7703,247.2424823,20.508797,0,2057.8047,4423.1484,5311.729,1841.7815,5264.454,3189.177,0,1892.7156,3887.8843,7306.3467,3151.8945,4051.2578,4316.0244,0
7704,584.4745831,20.67062,27598.35,15179.784,96745.805,5777.7896,81281,55408.5,90134.3,59305.977,9989.746,63158.586,17481.65,21419.074,22898.188,77285.46,36528.887
7705,452.395526,20.682896,23498.365,17676.754,13234.799,7119.6763,18349.105,24870.652,14769.482,26832.975,9044.402,28958.33,7395.1763,15276.638,17661.867,16097.53,16379.508
7706,282.2799893,20.634209,910827.8,738993.7,910862.25,557522,250400.08,202295.4,559607.8,241884.77,237357.84,426780.22,614951.1,218295.11,575441.5,844208.06,551977.44
7707,413.3245573,20.679518,11156.608,20411.525,95704.35,18581.824,75785.24,51984.496,43336.508,54709.516,18490.781,105842.4,23507.203,17114.523,32137,19807.613,0
7708,457.3507754,20.682934,24257.56,22123.422,56158.184,20113.605,27657.895,52633.715,46803.348,54349.766,29077.498,68838.71,22603.186,18958.65,33767.098,40189,0
7709,256.263905,20.50548,32023.719,50971.676,50109.156,83119.58,133454.34,36514.523,30866.557,57093.31,31654.715,23380.232,152185.16,38634.18,132056.45,73527.22,33241.254
7710,257.2671803,20.505417,1742.3816,18563.775,4643.611,18288.047,5040.978,6016.9204,4422.2603,6522.0337,6939.7275,4166.684,26652.795,1726.9843,14944.744,5139.1294,4643.8706
7711,391.3425667,20.686197,38199.33,7389.902,86566.17,0,41937.99,27189.207,10562.321,26025.592,10339.034,26455.086,11243.934,11939.848,27677.922,13411.478,9439.657
7712,540.4480069,20.691292,53131.47,0,115833.445,5867.793,25854.504,39240.29,55099.57,65138.8,9874.523,40206.586,13689.955,10754.182,0,28654.244,12603.863
7713,523.421335,20.696041,7246.726,0,48446.926,0,4209.647,11297.079,12551.168,10519.028,0,18139.871,0,1904.1693,0,8994.011,0
7714,589.4297227,20.677477,6552.7925,0,49864.07,0,14243.704,11472.645,11994.667,11466.926,0,6761.181,2384.7234,8233.501,3387.516,7051.515,3088.5928
7715,435.3686611,20.695484,13038.903,0,41678.957,3666.817,14276.246,20856.455,31379.559,21836.2,6560.117,44111.64,10749.835,9429.651,14735.804,9819.714,7942.1685
7716,496.4218565,20.68632,52037.594,23602.809,47913.62,27944.453,63634.91,54862.207,73802.32,55891.996,35683.23,102533.375,24982.256,21538.486,32925.74,33911.727,39553.01
7717,501.2736574,20.684278,0,4819.454,0,18911.723,0,0,0,0,13255.479,22059.385,6386.9033,0,0,0,0
7718,545.4033348,20.696098,12795.867,0,60766.83,0,7438.8125,16837.436,10120.713,8170.07,0,26590.045,7126.5796,5487.4214,9798.168,11318.19,3148.7197
7719,479.39492,20.700562,15407.2705,0,46880.504,3337.7627,11900.247,21474.383,12040.774,18987.018,0,33709.598,7759.3066,3412.3223,10933.973,10366.538,0
7720,479.3949072,20.704453,15407.2705,0,81630.7,3337.7627,11900.247,21474.383,31539.11,18987.018,0,30911.76,7759.3066,3412.3223,10933.973,10366.538,0
7721,501.3772463,20.701353,24239.172,0,69930.36,6711.5464,16011.786,29275.678,51454.64,33547.04,9771.814,44774.457,13262.136,4719.0303,20249.691,34857.668,25629.99
7722,254.2486387,20.629808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,569.4899417,20.757597,0,5335.0264,0,19922.432,0,9107.299,12316.813,25894.611,0,0,0,0,0,0,0
7724,270.2795109,20.542297,96007.35,125753.05,142807.78,98709.336,146529.56,116122.055,0,46270.57,99853.15,78345.67,64835.08,81651.766,98936.15,77348.305,82965.5
7725,408.3691265,20.696182,6797.8857,0,31042.512,0,6323.0312,0,10277.39,7399.6304,3203.884,13211.718,2545.88,0,4569.7197,6711.0786,5115.8687
7726,452.3955978,20.702642,13192.759,0,87251.12,7119.6763,0,19245.742,14769.482,17128.156,9044.402,19561.754,7395.1763,15276.638,11228.767,16097.53,11172.133
7727,569.4898848,20.769564,0,5335.0264,0,19922.432,0,9107.299,19086.805,52780.28,0,0,0,0,0,0,0
7728,285.2970563,20.866035,122039.08,221567.12,209141.33,99398.82,276341.88,47171.36,136453.83,86042.06,45577.992,55016.367,179121.92,147518.77,205481.81,0,99562.11
7729,247.2425779,20.69039,0,0,0,4953.136,1503.8698,0,0,0,0,0,0,0,0,0,0
7730,296.2952511,20.829742,18994.03,0,12619.664,12711.723,23462.803,8030.7905,19627.506,12128.416,21872.734,25601.234,44889.562,16543.719,12973.771,28079.123,15526.248
7731,280.2651366,20.691519,11522.229,13729.416,11761.708,10784.63,0,20221.512,6500.858,17534.146,15824.797,33469.38,14013.203,10061.689,26229.361,19499.375,28257.445
7732,479.291459,20.755991,0,34589.234,0,129745.61,0,29061.771,35867.973,39177.918,57274.8,58600.875,55904.22,0,41606.797,0,23751.645
7733,247.2425385,20.678583,0,0,0,4953.136,1503.8698,0,0,0,0,0,0,0,0,0,0
7734,501.2736262,20.717066,0,4613.1523,0,38068.297,0,0,4752.9834,0,4888.62,22059.385,6386.9033,0,0,0,0
7735,297.2987587,20.804148,0,0,0,1885.731,0,0,0,0,0,0,3514.7869,0,2184.9912,3357.1956,0
7736,554.4633826,20.787447,10181.954,8777.138,24316.783,0,9106.38,13590.19,7881.105,8320.629,15148.528,21908.482,8765.089,13835.349,10771.213,10000.672,9387.064
7737,256.2638715,20.650442,40648.543,68715.15,198637.47,104769.87,76227.625,45599.57,54606.445,75108.07,38117.273,14230.955,122040.58,42519.555,63537.555,20765.387,19963.164
7738,296.2952057,20.790737,18994.03,21366.803,12619.664,44104.203,23462.803,13801.822,20636.701,12128.416,50636.195,25601.234,40985.2,42987.258,42653.836,16324.762,14407.659
7739,296.2951787,20.79119,7418.9087,18615.984,31544.828,12690.061,71017.695,18337.53,19627.506,12128.416,19399.715,21189.666,35924.17,10467.842,9880.981,16274.916,24383.994
7740,308.2953005,20.653406,14744.8545,22207.246,30711.959,0,21716.98,34485.508,12322.04,9323.112,12288.316,44713.54,41991.426,25287.508,22464.32,12478.197,18061.625
7741,254.2485991,20.779573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7742,554.4634292,20.79652,19513.996,8777.138,29744.574,0,48289.547,13590.19,7881.105,8320.629,15148.528,27612.742,8765.089,29976.94,10771.213,10000.672,9387.064
7743,284.2939248,20.868717,639017.2,620635.6,527990.56,522582.16,645681.25,561379.4,591098.3,859859,926122.3,292527.9,781344.3,587609.3,474903.25,0,442274.06
7744,297.2988177,20.820877,0,0,0,1885.731,0,0,0,0,0,0,3514.7869,0,2184.9912,3357.1956,0
7745,291.2687863,20.673458,0,0,0,0,0,0,0,0,0,0,0,1693.9724,0,0,0
7746,280.2649443,20.771534,11522.229,17233.676,32194.283,7309.688,16527.48,31502.836,26390.117,25220.816,17835.766,9931.231,28189.676,17539.256,17877.168,33877.457,26234.334
7747,257.2672032,20.685495,0,6412.3623,3610.9226,6233.9956,4605.9697,8256.414,2798.2825,0,1994.2705,5475.3857,2398.937,1726.9843,4332.674,0,2612.271
7748,291.2687024,20.777624,0,0,0,0,0,0,0,0,0,0,0,1693.9724,0,0,0
7749,282.2801215,20.734499,168889.38,447312.12,317628.4,193525.58,489703.4,491497.62,150348.8,577907.1,480920.6,687358.1,734738.8,444683.62,450744.53,701934.44,395237.06
7750,308.2953196,20.765345,14744.8545,17968.506,30711.959,14121.033,12433.353,19294.766,23005.77,9323.112,8440.56,11351.873,41991.426,5987.9307,19976.621,20372.102,18061.625
7751,256.2638495,20.697989,34713.645,175758.19,172508.19,37110.207,51481.83,69569.88,88660.58,105612.305,52828.465,24918.086,86189.266,42519.555,36863.023,83917.61,61774.156
7752,280.2652012,20.733492,11522.229,14267.859,0,7309.688,0,21361.342,8829.232,5785.9194,15824.797,21167.826,29887.309,21250.078,21155.53,19499.375,26234.334
7753,265.2529209,20.693377,15132.868,38313.18,27676.191,33205.86,17550.271,23396.637,10140.789,13031.502,8050.9214,23773.186,12215.307,15308.667,22365.62,11781.15,23084.432
7754,296.2952462,20.846365,18994.03,0,12619.664,12711.723,23462.803,8030.7905,19627.506,12128.416,21872.734,25601.234,44889.562,16543.719,12973.771,28079.123,14810.932
7755,814.5620398,20.941708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7756,479.2914531,20.7933,0,49006.633,0,69259.55,0,29691.855,19115.662,9183.338,74092.88,41030.37,13973.355,0,14747.042,0,7776.66
7757,263.237673,20.846321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7758,296.2951839,20.840057,59929.863,35167.94,12619.664,25628.053,23462.803,40236.668,37231.508,37649.09,17714.844,25601.234,14364.495,16543.719,18064.691,63832.715,49979.816
7759,479.2914238,20.82629,0,27069.838,0,90602.875,0,25005.21,30601.234,9183.338,68892.766,35370.387,31950.658,0,16738.75,0,7776.66
7760,501.273671,20.753305,0,5758.1313,0,23423.742,0,0,4752.9834,0,4888.62,22059.385,6386.9033,0,0,0,0
7761,283.2825012,20.718697,41746.5,99091.73,118564.53,195962.22,53261.094,105138.9,35644.18,66805.37,33609.348,55374.91,90551.19,62551.723,59692.133,51437.965,41515.344
7762,247.2427234,20.83542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,297.2987872,20.854715,0,0,0,1885.731,0,0,0,0,0,0,3514.7869,0,2184.9912,3357.1956,0
7764,265.2529536,20.770636,8888.167,13041.546,13908.317,30746.14,0,18316.812,8347.773,18652.305,5565.4717,8332.277,8347.3125,9795.046,20139.172,23468.049,7828.8916
7765,254.2485751,20.875643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7766,395.3679981,20.877195,25210.521,10503.602,20968.518,7507.702,22345.697,15335.342,13259.082,0,13615.82,25434.008,4062.697,17929.152,17798.307,10691.961,14590.724
7767,395.3679896,20.880222,31541.41,17771.016,32123.586,21115.838,45343.242,14818.287,29631.447,6536.574,16290.929,27360.365,4062.697,35713.484,17798.307,31206.408,10805.355
7768,263.2376598,20.906778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,263.2376826,20.921217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,296.2951933,20.90118,18994.03,12302.769,12619.664,32597.508,23462.803,8030.7905,20119.639,12128.416,0,25601.234,10928.221,16543.719,12973.771,11992.388,24190.23
7771,280.2649703,20.880188,24174.723,17266.29,0,8480.318,19459.877,12757.287,13675.409,5785.9194,9992.458,15752.409,0,20735.81,21155.53,19499.375,9985.937
7772,282.2802645,20.807674,241723.66,343997.56,554892.6,411691.6,0,301603.25,295277.62,129699.58,202782.58,324859,353520.53,194949.31,300308.16,491145.56,175406.72
7773,280.2651423,20.946299,11436.025,19124.674,18246.076,33929.49,8039.09,18077.623,11981.814,5785.9194,8087.404,31874.172,11136.895,11094.147,42082.184,42583.797,15065.018
7774,265.2529298,20.849747,9461.32,20196.02,16057.83,11385.424,14795.516,14893.412,7053.5176,3949.6016,6292.7715,11758.814,7767.6445,7653.619,10642.915,18772.314,6175.311
7775,308.2953857,20.81238,0,0,12190.746,11925.538,4539.312,4474.868,7269.3003,8292.135,0,9409.778,10664.766,8946.486,6982.7607,8130.844,5774.33
7776,282.280874,20.942083,154871.98,274315.22,277788.3,876509.4,195894.16,301603.25,460754.25,129699.58,451851.4,115614.39,406851.3,295524.12,254031.9,263902.12,192644.53
7777,257.2673513,20.853798,0,3756.7576,0,21740.555,0,1828.459,2955.9182,0,0,0,0,0,4244.3833,0,0
7778,479.2914529,20.952488,0,32849.348,0,50696.95,0,38407.57,49413.22,54586.38,50508.92,70824.29,37891.79,0,27457.17,0,21637.604
7779,256.2638509,20.878803,18269.559,64567.797,80693.39,106211.45,61703.344,72814.08,84832.9,69711.55,85622.48,23879.771,125061.695,31038.283,36494.785,69318.79,59792.52
7780,254.248683,20.926937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,296.2951725,20.949858,13261.977,14328.258,33197.348,12711.723,20577.447,17018.71,19627.506,11684.448,29065.924,41119.457,14904.296,28258.174,43948.15,9631.444,31255.104
7782,285.2956775,21.144196,252481.17,557465.7,336142.12,207875.88,343730.38,0,384405.84,182827.06,330958.44,0,376395.06,169436.62,709984.8,366249.8,0
7783,285.2964484,21.022182,435588.78,557465.7,336142.12,207875.88,121538.55,1005404.1,1222218,158878.02,833185.8,0,376395.06,94827.484,87596.53,366249.8,83603.664
7784,280.2650161,20.925816,14455.676,8325.352,0,8480.318,13949.423,16451.002,16863.154,5785.9194,15000.498,15752.409,0,13175.638,33068.477,19499.375,11328.269
7785,257.2674371,20.883156,0,0,0,21740.555,0,1828.459,2296.8713,0,0,0,0,0,1913.5999,0,0
7786,297.2988164,20.857464,0,0,0,1885.731,0,0,0,0,0,0,3514.7869,0,2184.9912,3357.1956,0
7787,247.242723,20.935572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7788,284.2953697,21.15298,779488,2811272,1043899.4,1070034,411134.94,0,1991073.2,1530917.5,2179047.8,0,1409444.6,660018.4,1134423.1,1859576.4,0
7789,263.2377459,20.961876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,265.2529106,20.880806,9461.32,8722.441,12204.423,11385.424,10951.46,11237.45,7053.5176,3949.6016,6292.7715,9482.025,7767.6445,7653.619,9496.258,18772.314,3347.5532
7791,257.2673815,20.866087,0,7054.852,0,21740.555,0,1828.459,2296.8713,0,0,0,0,0,1913.5999,0,0
7792,501.273613,20.85965,0,3353.1204,0,6192.2227,0,0,0,0,9525.175,15888.977,15029.437,0,0,0,0
7793,297.2987557,20.903217,0,0,0,1885.731,0,0,0,0,0,0,3514.7869,0,2184.9912,3357.1956,0
7794,247.2427858,20.96559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,263.2376684,20.960403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,247.2426981,20.962149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,256.2638759,20.995846,28886.059,23483.79,44816.04,106211.45,31578.521,22546.242,37529.254,72662.54,50964.242,21987.602,20140.924,20444.125,15661.812,61000.746,59792.52
7798,296.2951577,21.031967,17884.568,28833.303,19332.953,10333.88,28876.406,26574.375,7425.298,12525.465,18383.586,26396.54,25628.814,24885.467,25198.287,21378.426,11849.978
7799,296.2951878,20.955093,15129.844,26771.88,11845.254,12711.723,0,8030.7905,16466.637,12128.416,0,14660.215,10679.035,13890.423,0,14914.35,24190.23
7800,479.2915415,21.002645,0,16169.601,0,56172.465,0,11071.287,24266.887,8839.451,27249.105,69354.33,34316.035,0,7835.2153,0,7776.66
7801,283.2841037,20.923628,23581.74,29147.773,39257.625,29765.078,17630.809,18150.855,30659.812,62109.984,36971.297,31802.91,28945.59,42467.03,37499.465,58414.965,22972.668
7802,282.281254,21.033772,195573.83,466052.25,167120.6,291144.84,165294.6,366617.1,363885.5,129699.58,173452.28,148550.06,126764.48,96362.41,360658.94,209059.17,173668.97
7803,265.2529295,20.947495,3775.8984,4434.8667,6755.262,11385.424,3859.5356,9370.772,3156.1284,3949.6016,6292.7715,5880.204,2078.5156,4670.5767,6731.9443,18772.314,3347.5532
7804,265.2529221,20.950207,3775.8984,4434.8667,6755.262,10329.254,2468.021,9370.772,0,3949.6016,6292.7715,5880.204,2078.5156,4670.5767,6731.9443,18772.314,3347.5532
7805,280.2650877,20.944698,11526.239,34656.008,0,6950.3457,4871.9985,3584.2444,0,5785.9194,9992.458,15752.409,0,13175.638,11343.616,19499.375,5822.611
7806,479.291607,20.998928,0,0,0,56172.465,0,7068.3555,17590.775,8839.451,52320.53,30761.992,30648.906,0,9536.858,0,7776.66
7807,256.2638721,21.018917,18269.559,91846.22,44816.04,95967.43,50246.984,22546.242,37529.254,42997.617,34189.527,21633.287,20140.924,100134.03,35376.977,33352.387,59792.52
7808,282.2812231,21.013422,141973.86,119349.555,195873.92,433505.7,449574.84,113052.35,267957.34,129699.58,189133,114459.22,126764.48,67993,199244.05,491145.56,116761.695
7809,284.2950917,21.107866,2214315.2,2701594.5,2139429.2,1070034,4146607.8,4598009,2150215.8,2665399,4198387.5,1743229.9,0,4172519,549881.7,8039044,951749.44
7810,479.291548,21.055086,0,15122.758,0,56172.465,0,7068.3555,11684.451,12639.205,79340.34,68353.305,20119.16,0,9297.898,0,6607.046
7811,297.2988674,20.994743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,583.5058117,21.224089,0,28634.305,0,27015.402,0,37758.746,42812.42,49963.094,0,0,0,1917.5336,0,0,5426.27
7813,256.2639012,21.06357,41994.73,48299.02,59888.984,107316.21,42623.227,24689.932,37529.254,47884.312,94651.91,21633.287,40459.316,93873.98,27835.896,22558.172,67826.99
7814,286.2998681,21.168613,23733.424,63407.664,28454.016,18674.832,41679.54,0,31663.502,27363.875,28717.176,31090.63,84614.67,51661.055,71411.375,32851.027,22220.64
7815,283.2844391,20.964071,36390.92,25141.848,39257.625,58135.25,17630.809,93943.375,25140.076,62109.984,36971.297,60067.594,31356.041,30662.607,37499.465,53219.574,22972.668
7816,285.295835,21.152231,215410.2,958877.06,1223914.6,950195.6,734211.4,695844.6,560022.56,895399,275074.28,891751.8,1189010.8,878409.1,822815.8,366249.8,1065564.2
7817,286.299819,21.234324,23733.424,38319.83,28454.016,18674.832,14578.031,0,31663.502,27363.875,22991.58,18175.303,0,51661.055,31617.25,32851.027,22220.64
7818,282.281192,21.044193,195650.08,127467.62,195873.92,130429.87,86991.266,101089.19,107384.484,81540.98,92633.516,81606.57,286120.47,189372.48,187890.92,380218.62,116761.695
7819,280.2651553,21.10524,11526.239,3819.0872,12101.013,19385.264,4474.7334,3584.2444,3376.2207,12571.63,12317.313,15291.817,0,11511.235,0,19499.375,5608.0024
7820,257.2675547,21.023987,0,0,0,0,0,0,1520.1863,0,0,0,0,0,0,0,0
7821,284.295351,21.14501,1083468.5,4274976,2581293,4799377,3293467,2568372.2,4120499.8,4476208.5,3384691,4865770.5,6029747,2742259.5,4151005,1512880.2,5409753.5
7822,265.2529833,21.041344,3775.8984,5282.099,6755.262,14577.192,2468.021,9370.772,3367.8948,3949.6016,0,0,2078.5156,0,6731.9443,12289.665,0
7823,263.2376446,21.061857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7824,583.5056414,21.248034,0,59205.848,0,78342.34,0,26744.92,42961.676,93557.414,0,0,0,1917.5336,0,0,5426.27
7825,583.5056732,21.230692,0,26637.965,0,43850.695,0,54879.11,68690.16,131785.66,0,0,0,1917.5336,0,0,5426.27
7826,310.3111222,21.331387,0,659064.6,455598.9,444056.3,192663.17,387417.94,371194.3,609005.56,469157.25,53517.87,1092251.4,370307.72,0,371367.62,0
7827,247.2427004,21.079006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7828,814.5618373,21.141024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7829,282.2815655,21.178753,110665.85,300353.34,119722.37,388303.1,152047.12,161334.39,117493.26,72641.86,93138.586,201413.31,204307.88,179947.38,0,130693.76,234267.62
7830,584.5091965,21.2813,0,7170.478,0,41453.77,0,20049.312,10217.627,34557.902,0,0,0,0,0,0,0
7831,584.5091696,21.282341,0,7170.478,0,15358.839,0,20049.312,10217.627,50433.617,0,0,0,0,0,0,0
7832,286.299924,21.214945,18894.975,48125.867,71203.66,68777.62,62665.375,71334.04,65362.61,75573.1,92224.98,72023.04,64713.137,59634.516,45472.516,36115.883,93828.625
7833,286.2999133,21.222998,42557.324,44660.85,87198.266,204420.27,52101.324,45676.215,71597.57,47632.113,47816.418,58800.98,64042.184,48956.45,137086.48,148690.3,27133.32
7834,263.2375205,21.233889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,247.2426378,21.13122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,285.2956732,21.272251,285321.94,694829.4,1296828.9,622125.2,815155.6,520165.78,437993.7,520575,660669.9,395055.62,434096.56,475699.88,466206.06,1873904,668740.5
7837,280.2652721,21.19084,0,3819.0872,0,10933.164,0,3584.2444,3376.2207,5785.9194,3879.1445,0,7040.7285,0,0,5601.84,8904.98
7838,256.263887,21.198692,29580.832,37775.91,0,64759.188,25720.453,22546.242,37529.254,26899.84,16905.607,21633.287,20140.924,15893.678,11045.564,77564.234,18640.645
7839,293.2840502,21.414993,17429.443,9033.217,0,18412.168,14776.221,10063.509,20892.445,19930.506,14464.792,10661.801,22613.336,16553.664,17260.094,14015.551,16772.021
7840,284.2956284,21.32712,2243082.5,2129239.5,4553354.5,2422643.5,1981539.5,2688764,2208975,2083379,2739434.5,3340542,4647610.5,1244120,2601561,1506662.5,1992976.2
7841,284.295493,21.260635,2696402.8,6813344,3153691,6253098,1684530.6,2045619.8,1413369.6,3210077.5,1913109,1231469.5,6868098.5,2741698.5,8239666.5,2211808.5,3196919
7842,283.2857321,21.1296,31128.24,0,14927.137,47939.348,17999.062,0,15965.674,12021.593,11484.951,13243.508,12623.414,0,20062.13,13841.045,23384.387
7843,265.2531686,21.256407,0,0,0,0,2468.021,0,2218.9849,0,0,0,2078.5156,0,0,2963.1094,1812.442
7844,479.2915495,21.254906,0,9256.121,0,83413.81,0,18764.355,17590.775,13891.352,24261.566,14262.839,16182.297,0,5718.533,0,12179.993
7845,282.2815615,21.266136,71611.75,288187.2,116739.92,108838.484,117765.805,185771.3,94612.02,174109.81,169028.1,234798,95428.17,114974.31,74261.516,161592.97,101138.71
7846,584.5093135,21.319578,0,7170.478,0,13901.466,0,20049.312,74856.76,64689.344,0,0,0,0,0,0,0
