row ID,row m/z,row retention time,6p.mzML Peak area,7p.mzML Peak area,1p.mzML Peak area,4p.mzML Peak area,5p.mzML Peak area,3p.mzML Peak area,2p.mzML Peak area,9p.mzML Peak area,11p.mzML Peak area,8p.mzML Peak area,12p.mzML Peak area,15p.mzML Peak area,10p.mzML Peak area,14p.mzML Peak area,13p.mzML Peak area,18p.mzML Peak area,16p.mzML Peak area,20p.mzML Peak area,17p.mzML Peak area,19p.mzML Peak area
,,,DSM43815,DSM43815,DSM43168,DSM43168,DSM43168,DSM43168,DSM43168,DSM43815,2M254,DSM43815,2M254,2M254,DSM43815,2M254,2M254,CT,CT,CT,CT,CT
953,414.1570102,4.6794314,0,0,0,0,0,0,0,0,30108.107,12478.531,4091.2236,24041.297,22754.805,14404.444,0,0,0,0,0,0
954,176.0708351,4.661024,79621.61,127981.33,45760.07,74686.32,333366.72,34521.07,23090.914,394620.22,102915.58,542331.5,26266.697,42789.027,101622.63,80165.45,50605.824,0,0,0,0,0
955,615.2473117,4.6838517,0,0,0,0,0,0,0,0,188771.33,0,89005.88,0,0,0,0,0,0,0,0,0
956,328.6457501,4.667574,107718.09,51694.883,39099.633,61499.55,77466.055,28692.375,62384.793,130995.375,281085.03,180295.34,135540.05,244772.52,326106.6,237885.44,103991.74,0,0,0,0,0
957,279.1704794,4.673989,0,0,17980.36,4545.0605,30210.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,678.2660619,4.6766977,125335.51,60017.9,39777.56,174960.11,47941.273,165036.64,245290.88,131409.25,245793.2,355708.4,111268.45,135990.11,92857.36,290007.16,61235.207,0,0,0,0,0
959,679.2692097,4.668905,75781.57,0,13600.877,27798.705,13603.51,42556.35,87611.414,77485.734,76028.664,117085.34,23347.584,93375.336,183677.77,84601.04,18850.736,0,0,0,0,0
960,656.2834962,4.667799,318459.25,178739.33,221625.16,217225.25,73458.47,199901.38,286911.53,390931.44,763528.7,639040.9,358727.8,798468.8,957457.8,400742.34,254654.83,0,0,0,0,0
961,636.2274198,4.672419,0,0,0,0,0,0,0,0,171977.28,12411.256,211013.97,0,0,0,51856.15,0,0,0,0,0
962,197.1288437,4.7163057,0,0,51765.83,112332.12,287693.06,64733.723,29483.34,55190.01,204586.75,111538.4,126662.12,121299.36,0,98515.375,50350.21,0,0,0,0,0
963,657.287238,4.672372,91750.836,40768.277,51059.91,52425.44,67614.766,47690.312,0,112323.97,234417.3,187791.62,105470.22,192489.6,284987.5,161036.9,73852.11,0,0,0,0,0
964,714.2900084,4.6716275,53477.36,7691.0605,12057.452,12781.839,38576.4,6042.325,57759.367,75333.09,473528.53,139669.25,330598.88,513882.06,13990.183,393241.03,214594.62,0,0,0,0,0
965,678.2660632,4.6750197,267077,133579.45,203518.33,72069.72,49124.832,175681.05,210149.6,300710.6,413122.44,449804.75,107993.06,171225.98,617261.2,61018.793,66471.59,0,0,0,0,0
966,619.1284744,4.733719,74504.67,74410.16,49012.883,14247.316,63320.164,56559.418,58706.004,69470.34,31181.262,99884.48,31633.852,28205.322,0,42123.703,26302.627,93129.445,109680.99,103135.414,167118.56,77371.09
967,496.1627672,4.67589,10897.784,0,0,0,0,0,0,22053.795,145421.88,53777.832,92120.32,88803.22,54314.793,100390.35,38170.258,0,0,0,0,0
968,636.2274976,4.681076,0,0,0,0,0,0,0,0,403926.06,12411.256,162924.5,0,0,0,30542.068,0,0,0,0,0
969,653.2345878,4.6792006,0,0,0,0,0,0,0,0,74966.03,0,39952.46,0,0,0,0,0,0,0,0,0
970,301.0352258,4.741335,347518.2,245155.81,172370.94,111927.84,308179.9,212662.45,136156.06,500281.22,228173.25,465795.8,223598.52,233249.42,0,281180.97,200260.33,644115.4,708456.75,502124.5,685248.75,272882.56
971,357.6513192,4.6528897,16077.647,0,3972.0735,7112.6514,37408.71,8821.723,17108.746,21526.285,221742.69,47964.25,151585.02,256133.6,0,293403.88,108562.81,0,0,0,0,0
972,614.2451825,4.690673,0,0,0,0,4474.817,0,0,0,1443478.5,156643.28,1225996.6,33646.78,0,68236.93,218832.31,0,0,0,0,0
973,613.2421401,4.68691,3241.1562,0,0,0,130149.32,0,0,3915.3037,4938663.5,754299.56,3533330.8,227465.05,0,257864.77,913814.2,0,0,0,0,0
974,736.2720827,4.6910243,29276.635,5541.289,0,0,3946.668,0,32501.006,32962.047,132826.08,62156.57,104416.23,239271.55,0,30892.748,37171.594,0,0,0,0,0
975,611.1623644,4.757714,129690.445,84288.35,18880.807,33477.477,169591.64,58771.7,25353.309,185687.53,38518.26,206613.6,22077.229,94057.55,0,86559.71,15597.767,91699.8,173000.73,141463.92,76796.85,109514.86
976,197.1288469,4.716772,0,0,61325.906,87212.91,287693.06,66645.75,29483.34,55190.01,204586.75,111538.4,126662.12,121299.36,0,98515.375,50350.21,0,0,0,0,0
977,326.0982371,4.7004466,0,0,0,0,0,0,0,0,60564.246,0,59190.043,0,0,0,0,0,0,0,0,0
978,376.6219297,4.699935,0,0,0,0,0,0,0,0,24639.395,0,10335.249,25981.88,0,24831.96,10013.144,0,0,0,0,0
979,633.2286219,4.717104,0,0,0,0,0,0,0,0,28536.062,0,22014.822,0,0,0,0,0,0,0,0,0
980,715.2931152,4.691151,0,0,0,0,0,0,0,9141.1875,142996.72,29889.701,93668.72,162665.4,0,139371.83,57903.582,0,0,0,0,0
981,679.269158,4.67958,18902.125,0,13600.877,25947.75,13603.51,46079.023,0,28902.25,100398.96,114997.22,31598.549,38693.574,30798.662,89293.445,18850.736,0,0,0,0,0
982,635.2244252,4.706649,0,0,0,0,29387.62,0,0,0,1385161.2,304599.84,543747.94,34901.508,0,75039.945,33776.64,0,0,0,0,0
983,237.1214106,4.7301908,0,0,9466.043,16662.143,33446.34,19232.463,23333.053,0,0,0,0,0,0,0,0,0,0,0,0,0
984,197.1288632,4.7112303,0,0,58865.855,107472.055,285022.88,30605.023,29483.34,75731.94,201643.84,108627.2,122915.664,118410.61,0,141963.73,117303.375,0,0,0,0,0
985,615.2473072,4.6952057,0,0,0,0,0,0,0,0,239023.64,0,107077.53,0,0,0,0,0,0,0,0,0
986,176.070825,4.676651,49481.54,129641.91,11319.742,87088.21,332687.06,29053.771,23090.914,383437.1,106469.84,531531.44,26266.697,42789.027,103071.56,26453.254,50605.824,0,0,0,0,0
987,514.1730992,4.7143183,0,0,0,0,0,0,0,0,116042.336,0,74726.16,0,0,0,0,0,0,0,0,0
988,496.1628062,4.699966,10897.784,0,0,0,0,0,22866.47,20220.768,112511.35,50561.14,117683.78,85804.625,82494.805,97517.09,36325.92,0,0,0,0,0
989,611.2471402,4.6988225,0,0,0,0,0,0,0,0,251957.28,0,203753.62,0,0,0,4828.8022,0,0,0,0,0
990,301.0351783,4.7336082,333437.1,404893.25,232411.6,367981.9,292221.72,141731.4,182745.25,487163.12,216406.06,465795.8,216010.17,202582.05,0,199870.05,192195.55,657441.25,804659.44,544382.44,736180.2,354639.78
991,635.2244102,4.709164,0,0,0,0,12115.719,0,0,0,555735.6,116955.11,677885.2,35679.215,0,58511.613,90954.164,0,0,0,0,0
992,619.1284939,4.723854,79161.01,72286.42,61444.094,93083.73,88945.36,79645.36,60736.703,113633.734,28624.879,96464.625,28818.256,53059.16,0,38471.887,26302.627,44737.625,30249.043,41208.47,132171.88,112836.36
993,597.1469571,4.7331743,56904.746,14555.595,72444.695,106076.805,174664.33,111787.64,88171.805,157988.55,51543.875,129108.67,45857.676,97785.69,0,85346.34,34813.87,151559.14,271883.28,123093.67,184924.39,154774.12
994,303.0505867,4.7335825,511697.84,515495.7,295766.8,633562.75,365970.9,110190.95,596684.06,672109.1,316283.66,1533701.8,310051.66,471951.78,31776.018,472248.75,280890.66,671426.4,903009.25,136623.8,992212.75,691435.3
995,319.6404253,4.5604935,0,0,0,0,10923.828,0,0,0,0,0,10497.534,89623.84,0,16514.998,0,0,0,0,0,0
996,472.1622672,4.6925445,0,0,0,0,0,0,0,0,26115.594,0,10375.336,30721.678,0,29538.525,3852.374,0,0,0,0,0
997,614.2738646,4.6240735,0,0,0,0,0,6607.831,0,10647.171,0,0,0,20036.84,0,64879.848,29158.979,0,0,0,0,0
998,304.0537735,4.7493024,86831.59,81001.72,43763.19,96283.85,104659.96,68224.09,40135.266,192711.64,41418.22,200765.19,32291.951,66122.66,0,86423.07,24976.803,202112.12,124423.82,118298.89,180719.34,115554.766
999,304.0537727,4.737076,77398.086,76349.445,42705.656,95541.305,100247.375,80593.77,88861.6,122738.76,38834.367,218866.34,32291.951,64372.73,0,67184.29,24976.803,142354.55,107005.24,117505.12,158611.33,112450.71
1000,653.2346261,4.7255864,0,0,0,0,0,0,0,0,30843.36,0,52874.496,0,0,0,0,0,0,0,0,0
1001,465.1037018,4.7421236,58128.133,65832.97,49486.3,76108.78,36960.86,15680.727,37142.465,70516.79,30933.953,120931.305,28159.607,46636.18,0,55670.973,15309.073,129692.195,51595.965,106957.23,152687.89,114850.81
1002,302.0386727,4.7565603,16678.025,18207.838,11668.199,8327.936,12952.803,13584.056,19043.025,28020.068,0,30069.512,0,14777.02,0,15866.382,0,42108.176,91485.9,27033.578,49782.605,27636.281
1003,215.1394259,4.7434587,0,14225.611,84199.52,96434.81,414198.7,90605.85,42323.95,54641.1,285489.47,154003.67,183000.89,171765.92,0,210486.1,164794.97,0,0,0,0,0
1004,598.1500438,4.748302,13001.461,13094.199,8714.441,19735.168,23195.328,11413.546,5581.366,26274.15,0,26181.207,0,12742.025,0,13888.195,0,29577.762,27493.11,17423.635,30985.193,23293.402
1005,617.1128056,4.751771,19015.172,22328.582,14489.92,20560.568,15838.684,8580.81,17564.57,18312.521,0,20224.723,7769.7627,14404.517,0,14202.693,0,35761.61,31994.05,32195.281,53854.19,25087.752
1006,211.1445336,4.7554436,1210616.9,925139.6,128375.33,440175.12,751447.5,451688.28,556715.6,1089497.1,710073.94,670826.56,412875.97,590498.4,613087.75,324259.34,842193.44,1257108.5,508835.38,630401.25,948126.1,1103085.1
1007,676.2508066,4.619657,39345.766,55141.23,132060.81,87739.84,76890.375,208144.08,0,102784.19,347532,107492.85,71379.73,223095.55,25048.945,116434.234,43981.168,0,0,0,0,0
1008,222.1605826,4.767028,0,0,47932.97,36602.93,90477.766,57810.67,20785.354,0,66414.45,0,30328.004,37860.344,0,52605.777,53059.62,0,0,0,0,0
1009,273.0398614,4.7594633,23207.646,24796.877,11521.415,25465.021,26864.715,15323.405,26133.68,73734.75,9009.119,42275.98,0,20952.266,0,22402.715,3183.7202,66923.73,80419.92,48200.754,121891.266,93751.06
1010,324.1559682,4.7264977,0,0,6836.1216,4016.5112,24664.416,3996.9043,10674.83,8863.541,0,8509.38,0,0,0,0,0,0,0,0,0,0
1011,654.2696372,4.6561923,7104.546,13249.933,248289.64,168471.97,108304.7,25635.361,28137.738,440287.34,1789080.5,278336.3,0,3124543.2,17601.043,273519.75,941549.8,0,0,0,0,0
1012,611.1623897,4.775815,113057.73,107951.88,63585.582,87574.266,130016.19,76389.87,95895.72,162988.44,36157.277,161589.92,40532.12,88401.41,0,85352.56,23318.75,209362.64,93199.42,167369.08,239085.92,168827.83
1013,212.1476301,4.782226,133647.11,101344.44,13825.606,61363.76,87513.055,51296.316,64821.64,119875.6,80178.88,48012.535,92131.98,57482.66,80157.94,100876.58,82607.84,141098.58,125644.16,76608.07,132676.58,65828.59
1014,638.274144,4.779812,0,0,0,0,0,0,0,0,0,0,0,15475.994,0,16161.882,0,0,0,0,0,0
1015,612.1656197,4.759607,12415.903,10433.751,0,8107.0728,12139.484,13776.144,8859.773,26517.73,0,18301.76,0,7036.418,0,0,0,24457.098,28470.902,19532.88,47678.008,21803.152
1016,614.2736117,4.7128096,0,0,0,0,0,0,0,6978.0854,0,0,0,104391.81,0,67906.26,29158.979,0,0,0,0,0
1017,633.1442977,4.7990937,18269.93,19080.34,5628.4272,22722.545,9015.178,19282.72,10690.306,22955.066,0,29611.316,0,6917.8926,0,0,0,12670.774,16235.723,58257.527,44200.586,39848.344
1018,612.1655753,4.795706,12415.903,10433.751,0,8107.0728,12139.484,13776.144,8859.773,26517.73,0,31253.406,0,7036.418,0,0,0,24457.098,58510.027,19532.88,22417.02,17187.16
1019,635.2243983,4.763734,0,0,0,0,12115.719,0,0,0,13694.561,116955.11,32632.98,34036.402,0,91608.39,146723.8,0,0,0,0,0
1020,211.1445262,4.813331,1182440.8,1004954.25,398732.34,178181.56,777963.1,451223.5,427354.78,695588.56,559611.8,1282218.2,436896.75,593638.06,919707.8,601440.06,854213.94,1043283,912715.9,850201.9,981546.9,813772
1021,631.1286401,4.798559,3420.1367,6254.8555,0,0,0,3253.9648,3502.1497,3824.0293,0,6900.039,0,0,0,0,0,8602.4,25640.72,18697.152,29585.947,10044.382
1022,212.1475804,4.820223,137821,103279.164,13825.606,50114.15,91917.805,50840.445,25884.045,140289.95,81919.57,145940.42,43853.05,57482.66,108751.19,100876.58,45343.062,126200.516,182294,69643.98,118140.664,76503.35
1023,222.160567,4.7742167,0,0,13969.878,37775.473,36402.117,24183.945,22437.53,0,66414.45,0,26441.436,39300.824,0,54094.914,36431.992,0,0,0,0,0
1024,204.1247135,4.8379593,0,31734.41,0,0,18758.379,6402.8115,3581.179,52969.637,0,58690.71,0,0,9442.7705,0,0,0,0,0,0,0
1025,633.1443259,4.7984576,18269.93,20759.498,5628.4272,24302.367,9015.178,18892.344,10690.306,25074.422,0,31964.166,0,6917.8926,0,0,0,64819.164,37368.84,11140.616,35201.73,15666.883
1026,676.2518396,4.732561,0,0,0,25767.576,53171.465,32210.867,30534.416,17833.465,0,10097.724,21360.684,194548.38,3714.3499,231274,43652.695,0,0,0,0,0
1027,177.0548462,4.8166003,115030.836,177002.03,0,0,0,0,0,129031.62,0,135341.97,0,0,0,0,0,0,0,0,0,0
1028,211.1445102,4.832366,1182440.8,1004954.25,214211.56,563495.1,392493.84,594557.3,24426.396,695588.56,559611.8,1282218.2,445190.84,593638.06,919707.8,930442.9,854213.94,1043283,1004744.4,850201.9,981546.9,813772
1029,465.103655,4.766614,59912.46,42846.426,22838.113,45328.69,85466,37323.34,17416.725,87820.05,30933.953,100775.09,30464.314,50033.445,0,58165.562,15309.073,40906.594,138999,111096.57,152687.89,98366.53
1030,727.20983,4.941689,68444.836,70551.9,38566.805,89569.91,100324.305,77131.52,66605.88,153562.77,53995.473,142507.45,40299.93,35618.566,7810.867,103475.984,45152.703,111966.05,192385.45,119180.49,189920.6,154919.64
1031,212.1475882,4.8389683,137821,103279.164,13825.606,53268.45,39308.22,67405.836,43683.066,140289.95,29783.656,142099.81,43853.05,57482.66,108751.19,100876.58,45343.062,126200.516,182294,69643.98,118140.664,76503.35
1032,287.0555288,5.033817,148936.9,294665.3,14001.26,126896.16,72021.74,259160.08,170775.83,118977.66,112462.875,101975.44,97658.984,52426.523,25646.684,90852.125,76084.09,103572.516,183302.84,91939.4,100179.836,121907.35
1033,726.3622322,4.839803,0,0,4261.236,0,31034.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,611.1622422,4.866357,40522.137,42485.516,52763.652,38787.195,41125.918,48606.7,42482.71,74015.65,38518.26,74619.414,22077.229,85394.24,0,25871.092,15597.767,85115.77,239204.08,69667.336,101843.26,87763.49
1035,327.6380668,4.71959,0,0,0,0,17059.334,0,0,0,28102.12,0,20614.617,29044.65,0,45587.996,26815.658,0,0,0,0,0
1036,301.0350801,4.843886,215264.25,244513.19,155392.3,111927.84,173982.22,27154.3,54805.945,39084.344,161320,316010.66,139580.78,195439.45,0,24446.023,120067.086,116566.06,136833.4,73510.984,131988.94,78827.914
1037,727.2098484,4.9428043,132991.7,114922.625,32197.014,108649.95,103157.016,21094.066,113331.87,90568.06,53995.473,156772.3,60294.605,65242.234,7810.867,91124.04,30795.775,149568.97,67054.48,111989.5,159972.19,48291.28
1038,631.12864,4.798695,3420.1367,6254.8555,0,0,0,3253.9648,3502.1497,3824.0293,0,6900.039,0,0,0,0,0,9953.878,12921.792,18697.152,14020.296,10044.382
1039,727.2099631,4.992777,132991.7,114922.625,34686.035,108649.95,103157.016,126240.04,66605.88,90568.06,53995.473,156772.3,60294.605,35618.566,7810.867,103475.984,45152.703,111966.05,67054.48,119180.49,189920.6,100692.35
1040,299.0625037,4.893288,65787.71,9307.738,15816.948,20768.668,52399.73,23017.127,12898.878,31265.69,52981.598,9917.957,11735.99,24407.035,42003.05,88511.94,50872.918,49256.754,54670.81,61100.38,0,26510.67
1041,303.0505847,4.893948,458615.4,446909.7,70700.914,79008.83,93670.266,64366.47,105014.695,125223.65,329450.16,147230.14,61285.426,75567.766,33492.54,53863.44,45622.938,875129,237807.86,762869.5,156037.02,117004.89
1042,595.1673122,4.9960613,19545.639,26588.318,9690.013,27682.863,29414.582,33785.707,17871.592,17388.246,12894.479,49023.664,9726.251,21809.959,0,18671.674,8612.499,48949.086,47708.477,10667.951,34142.37,43187.652
1043,303.050586,4.801411,445883.9,433307.06,387059.34,512312.22,14751.836,558840.94,254173.72,774110.8,311301.72,717700.25,264175.47,384591.5,33492.54,428690.44,267435.12,233608.1,38151.957,598149.25,230311.12,542665.2
1044,239.0791732,5.0087724,0,0,0,0,3138.254,0,0,0,0,0,0,0,28222.793,0,0,0,0,0,0,0
1045,677.2538432,4.8157544,0,0,0,0,6524.1074,0,0,0,0,0,0,41658.72,0,113550.914,0,0,0,0,0,0
1046,287.0555977,4.9552336,235514.19,328206.75,42873.09,69572.02,227480.03,64719.438,65247.71,452876.12,34772.645,105400.766,167801.66,59788.277,20865.99,62581.695,30805.805,151360.11,229965.36,88335.58,158250.1,172872.95
1047,613.2423037,4.7568016,0,0,0,0,57331.23,0,0,0,27411.484,200875.22,1775366.1,74690.6,0,172143.11,184594.66,0,0,0,0,0
1048,303.0505777,4.757992,420821.3,400615.5,364887.1,496158.72,394174.62,397045.06,254173.72,742814.75,294910.78,670018.25,256049.67,360109.1,33492.54,404072.53,253204.16,648868.1,714639.1,563510.8,770922.8,501148.44
1049,749.1916671,5.0143914,14791.024,20701.496,10809.808,23924.035,20400.248,34662.562,15023.741,18948.064,10746.804,29460.936,7469.3604,0,0,14502.858,7354.3677,30552.719,26778.98,19993.695,36085.895,25929.73
1050,465.1036654,4.799683,49169.105,0,22838.113,22631.832,71617.37,37323.34,17416.725,46423.258,26112.088,60001.137,26986.684,40301.777,0,47236.68,15309.073,25877.564,44380.934,20933.213,51097.074,38359.42
1051,327.6379899,4.86338,0,0,0,0,0,0,0,0,0,0,19972.63,39693.324,0,41386.266,3992.7163,0,0,0,0,0
1052,676.2510673,4.854124,0,0,0,0,30579.75,10964.796,0,11942.594,0,0,46905.52,79912.945,0,198813.25,19955.258,0,0,0,0,0
1053,728.2132655,5.0066767,24796.129,26117.012,11021.919,30590.14,32379.225,41587.004,20767.863,32458.895,15590.405,54474.176,13203.643,23045.043,0,27019.21,10500.686,38007.652,66619.82,26518.834,67290.055,52232.906
1054,301.0350332,4.89982,27632.191,129284.914,48616.26,93209.23,70330.96,14729.001,37366.81,180561,47707.824,48011.586,29987.201,34869.992,0,43184.87,62308.965,65340.28,79871.61,68611.62,79959.17,65302.58
1055,714.3626509,4.9921474,0,0,30749.809,12985.839,82965.97,38359.582,13166.478,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,935.2473826,4.9995537,0,0,3709.8423,11746.031,17455.416,14476.373,11012.158,10050.766,10339.381,15321.417,7456.4956,0,0,13881.255,6335.545,44275.63,71920.06,44806.28,62377.453,55663.957
1057,728.2132194,5.0054064,23125.828,24383.018,17324.957,28167.225,33646.4,39840.914,31408.615,45708.37,13752.433,61181.99,13203.643,11754.623,0,27019.21,10500.686,51465.875,54331.26,38169.047,44209.16,50689.71
1058,287.0555526,5.0932946,235514.19,328206.75,132213.48,186453.22,202129.08,248754.61,31676.158,77938.64,95248.37,255743.61,65109.387,157780.94,20865.99,141955.14,83682.766,230413.97,333852.72,298588.66,206820.73,341745.9
1059,313.1546232,5.013664,0,0,0,0,12460.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,357.6845893,4.9930177,0,0,0,12991.356,30840.164,7526.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,392.704986,5.013664,0,0,0,0,33830.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,727.2097632,5.012371,88510.15,95873.66,92895.234,107205.09,122334.78,122573.21,94320.734,139771.27,62201.863,176810.77,57665.04,91534.336,7810.867,90041.1,43278.586,160420.36,193849.73,134074.3,188965.83,149353
1063,749.1916687,5.015738,14791.024,18948.568,14631.959,21964.344,18311.395,33072.64,15023.741,24413.762,8932.533,27051.242,7469.3604,0,0,14502.858,7354.3677,27833.832,33406.88,29001.152,33552.81,30321.797
1064,449.1087574,5.1891236,15324.336,28043.97,0,30607.223,0,17639.72,25941.035,29798.607,7393.0996,27767.748,6245.7305,4160.73,0,26438.688,10720.068,29712.375,0,14634.309,28515.664,25752.525
1065,655.2718339,4.8458314,0,0,0,0,9468.806,0,0,0,0,0,36611.996,54139.637,0,217156.31,3943.71,0,0,0,0,0
1066,595.1673262,5.0277514,19545.639,17183.799,15351.905,25327.332,29414.582,39048.97,30714.523,24320.303,10813.947,62047.527,9726.251,20207.826,0,24601.035,8612.499,62598.96,68379.78,40182.38,61814.688,54265.902
1067,581.1515823,5.2404385,34901.316,38583.023,0,54039.492,0,34283.793,35224.035,48024.508,19537.88,15807.137,24338.19,33178.785,0,39408.727,22239.4,85629.15,45454.6,35796.633,67850.305,39145.47
1068,303.0506114,5.0029516,69668.85,74100.69,39673.125,52256.734,29424.31,29248.678,29487.352,145683.23,40620.043,20606.236,28128.348,36464.184,0,100206.98,91341.61,127311.27,178354.47,120414.02,22898.68,208193.28
1069,453.174049,5.143765,11982.006,0,0,0,4887.5146,0,0,9797.982,0,6152.4243,0,0,6970.9634,0,0,20921.502,24576.59,21114.95,31862.033,7275.206
1070,635.2243719,4.867345,0,0,0,0,0,0,0,0,21998.654,20259.404,34399.094,0,0,58511.613,9142.446,0,0,0,0,0
1071,676.2507478,4.9005027,0,0,0,0,42111.688,0,0,3076.0193,0,0,13343.031,90588.01,0,61505.496,0,0,0,0,0,0
1072,677.25348,5.0715275,0,0,0,0,0,0,0,0,0,0,0,56629.324,0,49885.176,0,0,0,0,0,0
1073,465.1038735,4.916759,0,0,0,0,0,3643.8396,0,10829.5625,0,12433.892,0,0,0,0,0,32633.467,50008.184,20412.28,26071.656,9106.66
1074,211.1445153,4.990842,627879.7,436386.53,38048.81,401904.12,34430.336,52708.26,22269.777,411282.2,117863.7,31327.809,919317.06,136080.44,298833.4,22683.895,376696.78,21741.006,211575.19,386471.94,416246.75,94776.86
1075,654.2689919,4.874867,0,0,0,0,58202.49,0,0,14415.717,20098.914,0,76367.77,124824.78,0,352454.72,34616.098,0,0,0,0,0
1076,288.0587467,5.2249355,56864.137,71963.03,29562.844,82482.29,25047.428,24919.434,33609.797,77731.03,34703.23,76509.59,40387.29,59665.676,0,28125.465,28906.154,105580.445,120820.664,65149.254,108020.99,100251.92
1077,614.2732996,5.038424,0,0,0,0,0,0,0,4191.9043,0,0,0,19555.205,0,29158.598,4959.9126,0,0,0,0,0
1078,239.0792191,5.093272,0,0,0,0,3138.254,0,0,0,0,0,0,0,41506.438,0,0,0,0,0,0,0
1079,655.271624,4.9856796,0,0,0,0,5928.0625,0,0,0,0,0,10026.677,44508.17,0,117135.67,0,0,0,0,0,0
1080,343.6328558,5.1207786,0,0,0,0,0,0,0,0,19608.03,0,23263.674,14974.336,0,47395.64,0,0,0,0,0,0
1081,814.4573122,5.120723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539.122,0,7808.2446,0
1082,211.1444934,4.942304,420969.62,301070.6,0,387858.25,217120.5,84138.375,21845.268,411282.2,296540.66,484431.3,407633.88,265067.8,405516.9,220753.73,280008.47,257507.67,486783.72,217911.52,416246.75,94776.86
1083,407.7326701,5.114096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17709.45,58286.72,6601.533,45844.85,24361.848
1084,614.2738555,5.080625,0,0,0,0,0,0,0,0,0,0,0,35559.6,0,36987.926,4959.9126,0,0,0,0,0
1085,686.2588058,5.1334486,0,0,0,0,0,0,0,0,33974.832,0,23119.818,12770.408,0,78845.43,3028.225,0,0,0,0,0
1086,453.1740924,5.152002,11982.006,0,0,0,4887.5146,0,0,9797.982,0,6152.4243,0,0,6970.9634,0,0,21074.607,24594.998,21114.95,29807.791,7275.206
1087,343.6327872,5.127773,0,0,0,0,0,0,0,0,19307.473,0,23263.674,27930.092,0,57574.312,0,0,0,0,0,0
1088,327.637987,5.068034,0,0,0,0,0,0,0,0,0,0,0,22289.732,0,20899.223,0,0,0,0,0,0
1089,654.269019,4.9642715,0,0,0,0,18382.998,0,0,0,0,0,31021.168,133486.86,0,284357.56,15381.101,0,0,0,0,0
1090,287.0555465,5.1363626,453299.47,426031.53,229334.48,431556.3,118386.266,258723.23,273199.06,543430.1,218744.9,571665.25,341637.8,253322.88,48896.242,197363.83,152844.34,577914.5,513786.88,531155.9,729841.06,586808.25
1091,654.2689065,4.9937468,0,0,0,0,26144.621,0,0,0,0,0,31021.168,244752.5,0,306590.78,15381.101,0,0,0,0,0
1092,614.2738237,5.155673,0,0,0,0,0,0,0,0,0,0,0,15724.934,0,39893.613,4959.9126,0,0,0,0,0
1093,313.1548662,5.1395445,0,0,0,0,10033.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,449.1088678,5.1931415,41046.754,49007.016,0,25533.36,43301.58,26344.816,9601.551,66499.8,26213.812,27767.748,21450.445,0,0,34574.14,18823.305,28923.037,25922.44,44765.96,52178.05,54554.03
1095,603.1337516,5.2184896,63016.816,72693.58,36070.812,48677.703,70789.914,55495.13,116034.55,30123.799,49673.438,68795.375,81092.38,37839.67,7848.462,93090.43,65907.984,184782.47,165256.25,167444.97,90516.59,51082.977
1096,728.3419892,5.146818,0,0,11025.48,33790.168,28599.992,45773.125,41801.992,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,676.2509451,5.012261,0,0,0,0,0,0,0,0,0,0,29168.111,95663.19,0,158250.81,0,0,0,0,0,0
1098,211.1444961,4.9717054,278122.28,23255.352,0,269800.62,217120.5,113197.984,21086.074,310348.28,186913.16,90785.61,274324.3,160535.44,251837.17,217517.64,163050.84,0,262777.06,289889.28,366708.28,270752.06
1099,603.1337445,5.1651416,51309.52,86565.88,95995.14,44689.523,29477.06,46870.062,36043.09,144485.3,19190.305,78969.734,52220.355,25593.826,7848.462,112351.83,20836.518,184782.47,162791.27,111071.9,98069.49,63984.42
1100,364.6741755,5.1507955,0,0,4548.908,15309.805,42867.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,288.0587796,5.1911526,56864.137,71963.03,29562.844,82482.29,79295.12,32036.66,30732.684,76607.84,34703.23,82744.35,40387.29,58182.645,0,27921.414,27287.47,86849.12,33941.047,65901.69,75727.805,54085.223
1102,581.1515261,5.1973825,55657.125,29077.863,0,45719.258,66026.016,23937.871,68621.72,89946.266,47482.113,34027.895,37827.727,0,0,71892,31193.873,49999.984,109261.945,61489.105,77626.78,39145.47
1103,595.1673802,5.124707,20849.172,24908.322,9690.013,19792.82,35863.13,12846.936,22141.324,51046.44,12894.479,41292.84,9726.251,21809.959,0,13731.134,8612.499,48949.086,52419.4,40986.293,35249.527,31080.777
1104,655.2721551,5.168317,0,0,0,0,0,0,0,0,0,0,0,76692.29,0,94901.09,0,0,0,0,0,0
1105,581.1516375,5.2223682,55657.125,12704.599,0,79739.81,66026.016,34283.793,35224.035,52302.03,31822.32,33040.77,39571.11,18233.295,0,44410.715,28489.908,117005.45,120781.414,66253.66,67850.305,89933.56
